timestamp_utc,device_id,device_type,building,floor,room,ip_address,mac_address,firmware_version,protocol,port,event_type,bytes_in,bytes_out,packets,cpu_load_pct,memory_usage_pct,battery_level_pct,temperature_c,power_state,signed_firmware,firmware_integrity,identity_mismatch,anomaly_score,ground_truth_compromise,compromise_type
2026-02-01T10:16:47Z,DEV034,badge_scanner,A,3,R13,10.0.3.145,d0:4f:79:53:5a:d3,v2.0,TCP,1812,auth_attempt,1528,754,84,14.63,21.24,,,on,True,ok,False,0.2368,0,none
2026-02-02T11:17:08Z,DEV004,HVAC,B,3,R10,10.1.3.69,16:eb:3f:c1:28:96,v1.5,Modbus/TCP,502,status_update,5973,13860,46,43.18,26.84,,21.43,on,True,ok,False,0.1264,0,none
2026-02-01T04:14:03Z,DEV089,smart_lighting,A,2,R11,10.0.2.177,93:74:2e:de:32:33,v5.2,MQTT,1883,status_update,283,1053,12,12.61,30.4,89.98,,off,True,ok,False,0.2762,0,none
2026-01-30T06:59:10Z,DEV081,CCTV,B,1,R01,10.1.1.251,7a:51:9f:07:d0:2f,v4.5,HTTP,80,status_update,23986,145094,586,52.49,62.93,,,on,True,ok,False,0.055,0,none
2026-01-27T20:18:41Z,DEV051,env_sensor,A,4,R04,10.0.4.71,df:f8:0e:c7:ac:cf,v3.2,MQTT,1883,telemetry,511,577,34,21.12,21.66,86.49,20.85,on,True,ok,False,0.1826,0,none
2026-02-04T16:59:02Z,DEV064,env_sensor,A,4,R12,10.0.4.64,9c:bc:f2:b0:d9:a9,v3.1,MQTT,1883,status_update,374,646,29,18.13,23.82,95.82,18.38,on,True,ok,False,0.639,0,none
2026-02-04T08:25:50Z,DEV021,badge_scanner,A,2,R09,10.0.2.116,47:d8:5d:8e:ec:7f,v2.0,TCP,1812,auth_attempt,1786,1595,63,10.69,47.71,,,on,True,ok,False,0.0908,0,none
2026-01-22T05:00:19Z,DEV004,HVAC,B,3,R10,10.1.3.69,16:eb:3f:c1:28:96,v1.5,BACnet/IP,47808,telemetry,7166,8400,111,40.2,57.74,,22.21,on,True,ok,False,0.2283,0,none
2026-02-01T12:34:33Z,DEV046,env_sensor,A,1,R08,10.0.1.36,ed:a2:e2:da:e4:51,v3.2,CoAP,5683,telemetry,481,594,31,10.8,21.53,89.7,22.16,on,True,ok,False,0.2035,0,none
2026-01-23T07:21:10Z,DEV056,env_sensor,A,4,R12,10.0.4.67,bc:55:3a:53:9f:37,v3.2,CoAP,5683,status_update,571,854,28,16.73,32.64,84.53,24.43,on,True,ok,True,0.1743,0,none
2026-01-26T07:36:43Z,DEV100,smart_lighting,A,4,R06,10.0.4.174,86:c3:be:37:77:f1,v5.1,MQTT,1883,telemetry,279,1250,22,18.15,25.93,78.44,,on,True,ok,False,0.3216,0,none
2026-01-28T17:32:20Z,DEV038,badge_scanner,B,2,R10,10.1.2.248,87:13:37:de:b0:a0,v2.1,HTTPS,443,status_update,790,1182,76,25.63,26.07,,,on,True,ok,False,0.0989,0,none
2026-01-27T05:59:15Z,DEV090,smart_lighting,A,3,R15,10.0.3.9,17:a6:1c:96:b7:bf,v5.2,MQTT,1883,status_update,571,1285,14,11.07,29.23,94.21,,off,True,ok,False,0.2654,0,none
2026-01-31T09:46:36Z,DEV029,badge_scanner,A,4,R14,10.0.4.141,9a:04:99:35:44:87,v2.0,TCP,8080,status_update,1584,1896,56,21.11,32.66,,,on,True,ok,True,1.0,1,spoofed_identity
2026-01-24T07:25:43Z,DEV063,env_sensor,B,4,R09,10.1.4.196,7b:f3:fb:e5:08:2f,v3.1,CoAP,5683,telemetry,318,568,20,17.65,31.83,87.09,23.46,on,True,ok,False,0.3215,0,none
2026-01-25T10:14:08Z,DEV088,smart_lighting,B,5,R12,10.1.5.103,29:a8:c2:a2:f9:12,v5.3,HTTP,80,telemetry,571,975,36,15.98,42.25,100.0,,on,True,ok,False,0.2427,0,none
2026-02-02T13:35:58Z,DEV027,badge_scanner,B,2,R05,10.1.2.103,43:99:ea:a1:25:04,v2.1,TCP,1812,auth_attempt,1649,1726,51,9.77,28.02,,,on,True,ok,False,0.1476,0,none
2026-02-03T12:05:33Z,DEV060,env_sensor,B,4,R07,10.1.4.213,89:a5:7d:2c:8e:e6,v3.0,TCP,1337,status_update,1084,1560,115,11.66,15.23,90.13,22.0,on,True,ok,False,0.969,1,botnet_activity
2026-01-30T08:09:10Z,DEV032,badge_scanner,B,5,R12,10.1.5.111,04:39:26:4c:12:bd,v2.2,TCP,1812,status_update,1161,2259,66,16.5,24.7,,,on,True,ok,False,0.0681,0,none
2026-01-23T12:57:32Z,DEV046,env_sensor,A,1,R08,10.0.1.36,ed:a2:e2:da:e4:51,v3.2,CoAP,5683,telemetry,334,699,13,20.18,19.35,98.99,20.42,on,True,ok,False,0.1328,0,none
2026-01-22T20:35:29Z,DEV043,env_sensor,B,2,R11,10.1.2.23,91:ab:2f:78:9e:73,v3.0,CoAP,5683,telemetry,700,439,6,20.6,20.0,79.27,19.75,on,True,ok,False,0.1605,0,none
2026-01-31T02:04:02Z,DEV070,env_sensor,B,1,R04,10.1.1.32,d5:73:c2:e6:e2:98,v3.2,TCP,6667,status_update,1278,1909,33,9.68,27.67,83.7,23.89,on,True,ok,False,0.8636,1,botnet_activity
2026-01-22T13:18:26Z,DEV084,CCTV,B,1,R05,10.1.1.187,98:fa:4c:e4:f7:b0,v4.6,RTSP,554,video_stream,7157,127727,521,55.13,55.47,,,on,True,ok,False,0.2069,0,none
2026-01-28T18:23:57Z,DEV041,env_sensor,B,3,R09,10.1.3.34,62:d7:c2:59:9a:cf,v3.2,CoAP,5683,status_update,358,429,21,16.54,32.5,85.74,20.2,on,True,ok,False,0.305,0,none
2026-02-01T00:42:55Z,DEV018,HVAC,A,1,R14,10.0.1.86,24:79:8e:f8:6d:43,v1.5,BACnet/IP,47808,status_update,6078,19685,81,30.05,33.77,,21.94,on,True,ok,False,0.177,0,none
2026-01-30T09:25:33Z,DEV067,env_sensor,B,1,R12,10.1.1.138,40:8c:17:1b:95:40,v3.2,MQTT,1883,telemetry,397,658,23,13.49,42.71,83.18,23.23,on,True,ok,False,0.2407,0,none
2026-01-29T19:43:46Z,DEV014,HVAC,A,5,R06,10.0.5.127,09:39:b9:9d:7a:1d,v1.3,BACnet/IP,47808,firmware_check,7020,15825,179,32.65,40.21,,18.54,on,True,ok,False,0.4616,0,none
2026-01-27T04:09:17Z,DEV068,env_sensor,B,1,R14,10.1.1.5,91:f0:f5:e1:ae:5e,v3.0,MQTT,1883,telemetry,410,455,27,11.12,20.1,86.25,22.85,on,False,suspect,False,0.3474,0,none
2026-01-22T10:15:13Z,DEV051,env_sensor,A,4,R04,10.0.4.71,df:f8:0e:c7:ac:cf,v3.2,MQTT,1883,telemetry,333,545,32,19.73,31.54,87.96,22.11,on,True,ok,False,0.1591,0,none
2026-02-04T22:03:15Z,DEV066,env_sensor,A,4,R05,10.0.4.187,90:33:63:97:74:b8,v3.0,MQTT,1883,status_update,636,473,12,11.54,16.08,81.18,21.65,on,True,ok,False,0.1327,0,none
2026-02-03T18:03:08Z,DEV011,HVAC,A,2,R11,10.0.2.42,d8:20:c5:c3:ef:80,v1.5,BACnet/IP,47808,control_command,1590,11667,152,44.46,51.05,,19.57,on,True,ok,False,0.0542,0,none
2026-01-31T21:38:49Z,DEV056,env_sensor,A,4,R12,10.0.4.67,bc:55:3a:53:9f:37,v3.2,CoAP,5683,telemetry,339,483,31,16.0,10.28,74.61,19.9,on,True,ok,False,0.1648,0,none
2026-01-25T03:26:19Z,DEV002,HVAC,A,1,R04,10.0.1.61,0d:65:d6:70:e5:8e,v1.3,MQTT,1883,telemetry,6081,11688,141,50.09,58.42,,22.28,on,True,ok,False,0.2314,0,none
2026-01-24T22:40:43Z,DEV007,HVAC,A,5,R11,10.0.5.45,7d:53:ec:c2:8a:70,v1.5,MQTT,1883,firmware_check,7739,10787,150,30.79,27.03,,21.61,on,False,suspect,False,0.3307,0,none
2026-01-30T23:20:44Z,DEV088,smart_lighting,B,5,R12,10.1.5.103,29:a8:c2:a2:f9:12,v5.3,HTTP,80,status_update,601,597,20,16.69,29.75,72.51,,off,True,ok,False,0.4452,0,none
2026-02-04T06:14:19Z,DEV005,HVAC,B,5,R04,10.1.5.182,23:17:74:94:28:77,v1.3,BACnet/IP,47808,status_update,6428,19032,142,41.07,32.12,,24.34,on,True,ok,False,0.1296,0,none
2026-01-28T18:35:33Z,DEV030,badge_scanner,A,5,R03,10.0.5.71,90:6b:af:68:87:fa,v2.1,HTTPS,443,status_update,1365,1302,21,19.15,37.39,,,on,True,ok,False,0.2622,0,none
2026-01-29T16:54:23Z,DEV067,env_sensor,B,1,R12,10.1.1.138,40:8c:17:1b:95:40,v3.2,MQTT,1883,telemetry,354,687,27,9.81,23.99,74.55,21.18,on,True,ok,False,0.3443,0,none
2026-01-22T06:55:04Z,DEV003,HVAC,A,4,R06,10.0.4.73,4f:6e:ac:34:2f:c2,v1.3,Modbus/TCP,502,status_update,4605,7645,232,30.13,18.39,,23.33,on,True,ok,False,0.0963,0,none
2026-01-22T05:13:59Z,DEV093,smart_lighting,A,1,R08,10.0.1.243,b0:99:d9:80:e9:9a,v5.1,MQTT,1883,control_command,626,664,26,14.49,21.66,84.88,,off,True,ok,False,0.0365,0,none
2026-01-31T00:45:13Z,DEV065,env_sensor,B,3,R05,10.1.3.66,76:3d:62:a1:3d:5e,v3.0,CoAP,5683,telemetry,298,609,25,22.47,26.41,83.45,20.42,on,True,ok,False,0.219,0,none
2026-01-30T14:41:22Z,DEV046,env_sensor,A,1,R08,10.0.1.36,ed:a2:e2:da:e4:51,v3.2,CoAP,5683,status_update,720,951,13,22.3,31.0,81.48,20.51,on,True,ok,False,0.1568,0,none
2026-02-03T07:46:30Z,DEV077,CCTV,B,3,R03,10.1.3.151,df:fb:2e:f0:b2:d1,v4.6,HTTP,80,video_stream,14688,132527,612,62.53,69.57,,,on,True,ok,False,0.2594,0,none
2026-01-25T06:47:09Z,DEV100,smart_lighting,A,4,R06,10.0.4.174,86:c3:be:37:77:f1,v5.1,MQTT,1883,status_update,585,985,13,20.75,22.4,84.86,,on,True,ok,False,0.2514,0,none
2026-01-26T14:09:12Z,DEV021,badge_scanner,A,2,R09,10.0.2.116,47:d8:5d:8e:ec:7f,v2.0,TCP,1812,auth_attempt,1351,2073,73,29.97,30.5,,,on,True,ok,False,0.1698,0,none
2026-02-01T00:43:21Z,DEV043,env_sensor,B,2,R11,10.1.2.23,91:ab:2f:78:9e:73,v3.0,CoAP,5683,status_update,171,470,13,13.97,20.76,85.4,21.65,on,True,ok,False,0.1956,0,none
2026-01-24T05:46:50Z,DEV012,HVAC,A,1,R11,10.0.1.228,88:ae:39:96:de:50,v1.4,MQTT,1883,status_update,7441,18955,105,27.27,29.23,,24.14,on,True,ok,False,0.1826,0,none
2026-01-30T05:41:03Z,DEV001,HVAC,A,1,R12,10.0.1.72,7d:72:47:34:2c:d8,v1.3,BACnet/IP,47808,telemetry,6788,13337,72,31.75,52.93,,24.34,on,True,ok,False,0.1962,0,none
2026-01-22T14:48:00Z,DEV002,HVAC,A,1,R04,10.0.1.61,0d:65:d6:70:e5:8e,v1.3,MQTT,1883,status_update,5515,15911,164,46.24,32.68,,21.94,on,True,ok,False,0.3305,0,none
2026-01-22T17:13:32Z,DEV081,CCTV,B,1,R01,10.1.1.251,7a:51:9f:07:d0:2f,v4.5,HTTP,80,status_update,28632,154736,867,67.33,57.57,,,on,True,ok,False,0.3442,0,none
2026-01-29T02:42:31Z,DEV044,env_sensor,A,1,R01,10.0.1.64,f3:25:e9:d4:63:c4,v3.1,TCP,6667,telemetry,1614,2415,75,18.57,16.18,89.93,22.76,on,True,ok,False,0.9417,1,botnet_activity
2026-01-22T09:32:52Z,DEV059,env_sensor,B,4,R02,10.1.4.112,b9:eb:4e:de:5a:8a,v3.2,CoAP,5683,telemetry,419,531,15,16.56,20.13,80.37,22.42,on,True,ok,False,0.2403,0,none
2026-01-25T07:39:33Z,DEV023,badge_scanner,A,4,R15,10.0.4.17,54:c2:01:c7:87:e8,v2.1,TCP,1812,status_update,2095,1674,88,27.03,30.86,,,on,True,ok,False,0.109,0,none
2026-01-28T12:29:36Z,DEV001,HVAC,A,1,R12,10.0.1.72,7d:72:47:34:2c:d8,v1.3,Modbus/TCP,502,status_update,4039,4756,99,9.42,41.79,,21.63,on,True,ok,False,0.1808,0,none
2026-02-04T21:41:48Z,DEV093,smart_lighting,A,1,R08,10.0.1.243,b0:99:d9:80:e9:9a,v5.1,MQTT,1883,telemetry,678,1219,28,13.19,26.73,68.22,,on,True,ok,False,0.0403,0,none
2026-02-01T20:00:44Z,DEV095,smart_lighting,A,5,R14,10.0.5.177,19:fe:92:75:b4:70,v5.3,MQTT,1883,telemetry,474,877,13,22.96,27.73,83.15,,on,True,ok,False,0.2843,0,none
2026-01-31T09:54:06Z,DEV027,badge_scanner,B,2,R05,10.1.2.103,43:99:ea:a1:25:04,v2.1,HTTPS,443,auth_attempt,2029,1303,62,19.26,32.09,,,on,True,ok,False,0.1659,0,none
2026-01-29T08:17:02Z,DEV073,CCTV,A,3,R12,10.0.3.74,e8:24:77:87:65:d9,v4.5,RTSP,554,status_update,29519,141118,977,71.58,56.21,,,on,False,suspect,False,0.8312,1,unauthorized_firmware
2026-01-25T04:37:09Z,DEV061,env_sensor,B,5,R10,10.1.5.173,c2:ac:0e:fd:a6:5d,v3.1,CoAP,5683,telemetry,585,725,25,14.38,38.51,74.13,22.55,on,True,ok,False,0.1322,0,none
2026-02-04T19:24:43Z,DEV094,smart_lighting,B,4,R02,10.1.4.62,c3:b7:97:97:0b:ca,v5.2,HTTP,80,status_update,668,738,25,10.6,20.14,91.42,,on,True,ok,False,0.0626,0,none
2026-02-02T10:05:32Z,DEV002,HVAC,A,1,R04,10.0.1.61,0d:65:d6:70:e5:8e,v1.3,BACnet/IP,47808,control_command,4606,15668,95,51.74,43.36,,23.36,on,True,ok,False,0.2242,0,none
2026-01-27T19:38:49Z,DEV090,smart_lighting,A,3,R15,10.0.3.9,17:a6:1c:96:b7:bf,v5.2,HTTP,80,status_update,658,524,16,20.27,27.92,88.52,,on,False,suspect,False,0.366,0,none
2026-01-27T08:35:24Z,DEV021,badge_scanner,A,2,R09,10.0.2.116,47:d8:5d:8e:ec:7f,v2.0,TCP,1812,auth_attempt,1474,2051,41,25.94,20.75,,,on,True,ok,False,0.0778,0,none
2026-01-31T12:18:51Z,DEV024,badge_scanner,B,5,R11,10.1.5.185,f9:4f:61:97:6f:1d,v2.2,HTTPS,443,auth_attempt,1589,1851,44,22.71,13.96,,,on,True,ok,False,0.1833,0,none
2026-02-01T06:09:47Z,DEV003,HVAC,A,4,R06,10.0.4.73,4f:6e:ac:34:2f:c2,v1.3,MQTT,1883,control_command,5301,14835,114,33.21,41.66,,24.12,on,True,ok,False,0.1575,0,none
2026-01-29T16:23:48Z,DEV034,badge_scanner,A,3,R13,10.0.3.145,d0:4f:79:53:5a:d3,v2.0,TCP,1812,auth_attempt,1102,925,51,22.85,27.68,,,on,True,ok,False,0.0198,0,none
2026-01-30T08:32:26Z,DEV088,smart_lighting,B,5,R12,10.1.5.103,29:a8:c2:a2:f9:12,v5.3,MQTT,1883,telemetry,740,776,16,15.48,11.62,95.95,,on,True,ok,False,0.5588,0,none
2026-02-03T07:20:55Z,DEV018,HVAC,A,1,R14,10.0.1.86,24:79:8e:f8:6d:43,v1.5,MQTT,1883,telemetry,3996,18104,150,49.79,32.44,,24.19,on,True,ok,False,0.2193,0,none
2026-01-30T11:57:15Z,DEV034,badge_scanner,A,3,R13,10.0.3.145,d0:4f:79:53:5a:d3,v2.0,HTTPS,443,status_update,1733,2059,38,14.05,27.4,,,on,True,ok,False,0.2128,0,none
2026-01-24T19:04:10Z,DEV014,HVAC,A,5,R06,10.0.5.127,09:39:b9:9d:7a:1d,v1.3,MQTT,1883,firmware_update,7504,11508,105,45.46,55.3,,20.36,on,False,suspect,False,0.8199,1,unauthorized_firmware
2026-01-25T04:46:40Z,DEV088,smart_lighting,B,5,R12,10.1.5.103,29:a8:c2:a2:f9:12,v5.3,HTTP,80,control_command,432,808,19,33.33,25.73,89.02,,off,False,suspect,False,0.7814,1,unauthorized_firmware
2026-02-04T03:39:24Z,DEV078,CCTV,B,1,R14,10.1.1.43,a8:d2:fd:93:cd:12,v4.6,HTTP,80,status_update,25920,126043,883,56.7,44.22,,,on,True,ok,False,0.2522,0,none
2026-01-31T08:08:19Z,DEV030,badge_scanner,A,5,R03,10.0.5.71,90:6b:af:68:87:fa,v2.1,TCP,1812,auth_attempt,2060,2970,82,23.89,29.74,,,on,True,ok,False,0.2655,0,none
2026-01-27T05:18:47Z,DEV087,smart_lighting,A,5,R15,10.0.5.118,07:49:d1:4f:26:f0,v5.2,HTTP,80,control_command,770,1215,20,23.48,26.88,89.01,,on,True,ok,False,0.053,0,none
2026-01-27T08:07:59Z,DEV023,badge_scanner,A,4,R15,10.0.4.17,54:c2:01:c7:87:e8,v2.1,HTTPS,443,auth_attempt,983,2566,29,20.64,11.28,,,on,True,ok,False,0.2571,0,none
2026-01-29T02:45:13Z,DEV095,smart_lighting,A,5,R14,10.0.5.177,19:fe:92:75:b4:70,v5.3,HTTP,80,status_update,528,615,19,16.55,14.77,78.71,,on,True,ok,False,0.2196,0,none
2026-02-01T04:31:08Z,DEV100,smart_lighting,A,4,R06,10.0.4.174,86:c3:be:37:77:f1,v5.1,HTTP,80,telemetry,815,663,25,11.71,33.35,80.71,,off,True,ok,False,0.1233,0,none
2026-01-29T12:38:30Z,DEV006,HVAC,B,3,R08,10.1.3.164,ba:53:bd:b5:6b:88,v1.5,BACnet/IP,47808,firmware_check,5781,16391,126,51.59,27.89,,23.28,on,True,ok,False,0.1352,0,none
2026-01-28T05:34:02Z,DEV059,env_sensor,B,4,R02,10.1.4.112,b9:eb:4e:de:5a:8a,v3.2,CoAP,5683,telemetry,583,617,21,13.75,28.42,80.97,22.95,on,True,ok,False,0.2086,0,none
2026-01-24T18:41:39Z,DEV021,badge_scanner,A,2,R09,10.0.2.116,47:d8:5d:8e:ec:7f,v2.0,HTTPS,443,status_update,2361,1536,67,30.25,37.33,,,on,True,ok,False,0.2379,0,none
2026-01-23T19:00:06Z,DEV001,HVAC,A,1,R12,10.0.1.72,7d:72:47:34:2c:d8,v1.3,MQTT,1883,status_update,6896,11697,198,35.82,39.26,,19.27,on,True,ok,False,0.2089,0,none
2026-01-31T09:14:28Z,DEV048,env_sensor,B,2,R05,10.1.2.87,a3:29:46:4d:76:c4,v3.2,CoAP,5683,status_update,424,665,12,16.3,20.63,82.78,24.23,on,True,ok,False,0.3551,0,none
2026-01-24T16:22:01Z,DEV021,badge_scanner,A,2,R09,10.0.2.116,47:d8:5d:8e:ec:7f,v2.0,TCP,1812,auth_attempt,379,1706,45,23.96,18.7,,,on,True,ok,False,0.162,0,none
2026-02-04T16:46:09Z,DEV070,env_sensor,B,1,R04,10.1.1.32,d5:73:c2:e6:e2:98,v3.2,CoAP,5683,status_update,344,139,24,9.92,23.71,88.3,19.76,on,True,ok,False,0.1689,0,none
2026-01-27T10:30:06Z,DEV012,HVAC,A,1,R11,10.0.1.228,88:ae:39:96:de:50,v1.4,MQTT,1883,firmware_check,4909,9468,176,39.42,23.53,,22.4,on,True,ok,False,0.055,0,none
2026-01-23T15:01:54Z,DEV082,CCTV,A,4,R02,10.0.4.167,4e:ff:95:8b:d4:f7,v4.6,HTTP,80,video_stream,33104,108845,474,52.65,74.42,,,on,True,ok,False,0.2415,0,none
2026-01-25T23:33:11Z,DEV067,env_sensor,B,1,R12,10.1.1.138,40:8c:17:1b:95:40,v3.2,MQTT,1883,status_update,596,331,23,18.11,25.35,63.94,21.81,on,True,ok,False,0.1291,0,none
2026-01-28T20:40:11Z,DEV044,env_sensor,A,1,R01,10.0.1.64,f3:25:e9:d4:63:c4,v3.1,MQTT,1883,status_update,637,502,23,22.76,37.41,65.14,22.43,on,True,ok,False,0.2033,0,none
2026-01-29T17:37:27Z,DEV054,env_sensor,B,3,R14,10.1.3.22,f0:09:1a:b3:72:23,v3.2,CoAP,5683,telemetry,226,423,26,24.86,34.68,74.25,20.75,on,True,ok,False,0.1292,0,none
2026-02-03T09:50:04Z,DEV075,CCTV,A,4,R12,10.0.4.79,ce:8b:fc:e0:29:14,v4.6,RTSP,8554,video_stream,21244,110089,809,70.15,65.09,,,on,True,ok,False,0.3165,0,none
2026-01-25T07:29:07Z,DEV042,env_sensor,A,3,R05,10.0.3.55,dc:a4:ee:e2:e2:6d,v3.2,CoAP,5683,status_update,376,218,6,8.65,30.49,91.88,24.19,on,True,ok,False,0.2607,0,none
2026-01-31T19:25:37Z,DEV023,badge_scanner,A,4,R15,10.0.4.17,54:c2:01:c7:87:e8,v2.1,HTTPS,443,status_update,2412,1866,26,12.04,19.26,,,on,True,ok,False,0.2341,0,none
2026-02-01T08:45:51Z,DEV045,env_sensor,B,2,R03,10.1.2.169,02:36:d9:70:5a:ed,v3.0,CoAP,5683,telemetry,315,695,18,12.3,28.03,89.8,25.88,on,True,ok,False,0.2665,0,none
2026-01-23T03:11:23Z,DEV059,env_sensor,B,4,R02,10.1.4.112,b9:eb:4e:de:5a:8a,v3.2,MQTT,1883,status_update,478,573,1,15.44,41.26,81.57,23.44,on,True,ok,False,0.1864,0,none
2026-01-24T14:31:40Z,DEV023,badge_scanner,A,4,R15,10.0.4.17,54:c2:01:c7:87:e8,v2.1,HTTPS,443,auth_attempt,1585,1470,89,11.32,27.32,,,on,True,ok,False,0.1435,0,none
2026-01-29T20:39:03Z,DEV034,badge_scanner,A,3,R13,10.0.3.145,d0:4f:79:53:5a:d3,v2.0,TCP,1812,auth_attempt,756,1902,47,20.14,30.91,,,on,True,ok,False,0.087,0,none
2026-01-30T12:32:41Z,DEV069,env_sensor,B,4,R02,10.1.4.212,21:cd:fb:25:1b:4d,v3.0,CoAP,5683,status_update,293,737,20,11.49,17.5,91.42,22.03,on,True,ok,False,0.0718,0,none
2026-01-29T18:10:05Z,DEV063,env_sensor,B,4,R09,10.1.4.196,7b:f3:fb:e5:08:2f,v3.1,MQTT,1883,telemetry,345,447,23,15.58,20.44,77.49,20.28,on,True,ok,False,0.1832,0,none
2026-01-24T13:49:29Z,DEV074,CCTV,A,2,R15,10.0.2.70,48:24:1e:54:9d:93,v4.6,RTSP,8554,status_update,37163,115747,874,67.9,59.26,,,on,True,ok,False,0.2744,0,none
2026-02-03T00:34:52Z,DEV076,CCTV,B,5,R05,10.1.5.8,2e:75:0a:89:14:59,v4.6,HTTP,80,video_stream,29703,115563,886,56.15,45.34,,,on,True,ok,False,0.0945,0,none
2026-01-28T10:06:47Z,DEV009,HVAC,B,2,R11,10.1.2.129,ca:ea:49:87:47:7e,v1.5,BACnet/IP,47808,status_update,1911,14058,66,25.0,69.43,,23.46,on,True,ok,False,0.2319,0,none
2026-01-27T12:55:52Z,DEV082,CCTV,A,4,R02,10.0.4.167,4e:ff:95:8b:d4:f7,v4.6,RTSP,554,status_update,22986,123558,1033,71.59,47.95,,,on,True,ok,False,0.3064,0,none
2026-01-25T07:51:47Z,DEV088,smart_lighting,B,5,R12,10.1.5.103,29:a8:c2:a2:f9:12,v5.3,HTTP,80,control_command,860,844,19,21.75,25.63,76.46,,on,True,ok,False,0.1243,0,none
2026-02-03T00:13:52Z,DEV052,env_sensor,A,4,R15,10.0.4.34,0d:c9:0d:2a:db:45,v3.1,MQTT,1883,telemetry,597,397,34,8.83,31.68,81.19,21.27,on,True,ok,False,0.4138,0,none
2026-01-24T20:20:45Z,DEV031,badge_scanner,A,1,R11,10.0.1.110,8d:16:01:aa:42:86,v2.0,TCP,1812,status_update,363,1872,62,12.5,36.99,,,on,True,ok,False,0.1755,0,none
2026-02-01T10:52:06Z,DEV022,badge_scanner,B,5,R02,10.1.5.14,07:2f:79:55:d0:f8,v2.1,HTTPS,443,status_update,483,1407,63,19.96,25.99,,,on,True,ok,False,0.23,0,none
2026-01-24T16:44:55Z,DEV035,badge_scanner,A,3,R13,10.0.3.240,d2:7f:88:51:37:c3,v2.0,HTTPS,443,auth_attempt,1924,2420,97,18.72,27.95,,,on,True,ok,False,0.32,0,none
2026-02-04T12:43:25Z,DEV001,HVAC,A,1,R12,10.0.1.72,7d:72:47:34:2c:d8,v1.3,MQTT,1883,status_update,7611,6112,103,30.1,45.14,,20.99,on,True,ok,False,0.09,0,none
2026-01-29T14:04:40Z,DEV004,HVAC,B,3,R10,10.1.3.69,16:eb:3f:c1:28:96,v1.5,Modbus/TCP,502,firmware_check,7123,10216,186,30.51,40.27,,21.05,on,True,ok,False,0.1536,0,none
2026-01-27T23:29:31Z,DEV011,HVAC,A,2,R11,10.0.2.42,d8:20:c5:c3:ef:80,v1.5,MQTT,1883,telemetry,7698,13804,92,47.17,61.94,,20.84,on,True,ok,False,0.5521,0,none
2026-01-29T18:40:42Z,DEV032,badge_scanner,B,5,R12,10.1.5.111,04:39:26:4c:12:bd,v2.2,TCP,1812,auth_attempt,2080,1035,54,17.94,32.34,,,on,True,ok,False,0.0743,0,none
2026-02-04T07:13:31Z,DEV098,smart_lighting,B,5,R09,10.1.5.235,8b:54:83:f6:97:ad,v5.1,HTTP,80,status_update,712,761,16,16.61,33.78,81.73,,on,True,ok,False,0.2199,0,none
2026-01-31T12:54:31Z,DEV039,badge_scanner,A,4,R15,10.0.4.149,61:82:16:df:00:64,v2.1,TCP,1812,auth_attempt,1490,2186,62,21.38,32.09,,,on,False,suspect,False,1.0,1,unauthorized_firmware
2026-01-29T12:00:27Z,DEV003,HVAC,A,4,R06,10.0.4.73,4f:6e:ac:34:2f:c2,v1.3,Modbus/TCP,502,status_update,1690,10183,91,38.84,44.78,,23.68,on,True,ok,False,0.5173,0,none
2026-01-26T01:05:41Z,DEV041,env_sensor,B,3,R09,10.1.3.34,62:d7:c2:59:9a:cf,v3.2,CoAP,5683,status_update,407,935,22,7.27,32.13,81.48,22.13,on,True,ok,False,0.2108,0,none
2026-01-22T22:25:40Z,DEV099,smart_lighting,B,1,R03,10.1.1.195,73:cb:bb:2e:ca:07,v5.2,HTTP,80,control_command,507,1094,32,19.86,19.81,82.94,,on,True,ok,False,0.1639,0,none
2026-02-02T23:06:00Z,DEV092,smart_lighting,A,2,R08,10.0.2.165,82:eb:82:04:ee:93,v5.3,MQTT,1883,status_update,648,1008,27,18.33,9.41,68.84,,off,True,ok,False,0.2188,0,none
2026-01-22T01:44:21Z,DEV042,env_sensor,A,3,R05,10.0.3.55,dc:a4:ee:e2:e2:6d,v3.2,MQTT,1883,status_update,344,728,13,9.88,32.12,77.07,22.03,on,True,ok,False,0.3259,0,none
2026-01-23T19:46:51Z,DEV036,badge_scanner,B,2,R04,10.1.2.211,eb:b3:9c:74:72:0c,v2.2,HTTPS,443,auth_attempt,2185,548,106,23.4,26.56,,,on,True,ok,False,0.2178,0,none
2026-02-03T12:52:48Z,DEV085,CCTV,B,4,R15,10.1.4.84,60:7a:c4:77:d2:16,v4.6,RTSP,554,video_stream,24807,82221,880,52.73,42.8,,,on,True,ok,False,0.1264,0,none
2026-01-24T14:28:22Z,DEV046,env_sensor,A,1,R08,10.0.1.36,ed:a2:e2:da:e4:51,v3.2,MQTT,1883,telemetry,210,478,25,16.27,12.47,80.41,21.24,on,True,ok,False,0.2068,0,none
2026-01-25T13:05:57Z,DEV048,env_sensor,B,2,R05,10.1.2.87,a3:29:46:4d:76:c4,v3.2,MQTT,1883,telemetry,523,385,11,21.6,14.55,85.56,21.45,on,True,ok,False,0.3051,0,none
